,imageLink,category,cardName,s3_file_name,s3_link,rgb,hue
1321,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwffa0931e/images/finished-goods/prayer-for-grandma-birthday-root-349cey1272_1470_1.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Grandmother,prayer-for-grandma-birthday-root-349cey1272,prayer-for-grandma-birthday-root-349cey1272,https://greeting-card-images.s3.amazonaws.com/prayer-for-grandma-birthday-root-349cey1272,[215.759426   196.15475521 172.52982555],1.6598535107566184
836,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwc2384aa8/images/finished-goods/Toy-Airplane-Birthday-Card-for-Grandson_459MAN1271_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Grandson,toy-airplane-birthday-card-for-grandson,toy-airplane-birthday-card-for-grandson,https://greeting-card-images.s3.amazonaws.com/toy-airplane-birthday-card-for-grandson,[224.52585579 213.3401311  200.69919883],1.6992415911057266
2535,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwfc5409f5/images/finished-goods/Nanas-Love-Purse-Mothers-Day-Card_499MOA2103_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Grandmother,nanas-love-purse-mothers-day-card,nanas-love-purse-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/nanas-love-purse-mothers-day-card,[211.61666052 133.80648728  94.1525986 ],1.7298482938423665
1350,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw4f8522f6/images/finished-goods/roses-and-dots-root-399s1496_1470_1.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Wife,roses-and-dots-root-399s1496,roses-and-dots-root-399s1496,https://greeting-card-images.s3.amazonaws.com/roses-and-dots-root-399s1496,[241.35843373 166.80077453 172.61746988],1.7357075564095616
2868,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwc9c91888/images/finished-goods/My-Mom-My-Friend-Religious-Mothers-Day-Card-root-699MDD1286_PV.1.MDD1286.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,my-mom-my-friend-religious-mothers-day-card-root-699mdd1286,my-mom-my-friend-religious-mothers-day-card-root-699mdd1286,https://greeting-card-images.s3.amazonaws.com/my-mom-my-friend-religious-mothers-day-card-root-699mdd1286,[170.30792683 144.28597561  83.79878049],1.767936648936745
679,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw647d9358/images/finished-goods/Damn-Near-Perfect-Birthday-Card-for-Daughter-root-369ZZB8182_PV.1.ZZB8182.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Daughter,damn-near-perfect-birthday-card-for-daughter-root-369zzb8182,damn-near-perfect-birthday-card-for-daughter-root-369zzb8182,https://greeting-card-images.s3.amazonaws.com/damn-near-perfect-birthday-card-for-daughter-root-369zzb8182,[232.71844993 218.54801097 205.85390947],1.8295221153172834
907,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dweae8eb50/images/finished-goods/So-Proud-of-You-Bat-Mitzvah-Card-root-359JWR1137_PV.1.JWR1137.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Girl,so-proud-of-you-bat-mitzvah-card-root-359jwr1137,so-proud-of-you-bat-mitzvah-card-root-359jwr1137,https://greeting-card-images.s3.amazonaws.com/so-proud-of-you-bat-mitzvah-card-root-359jwr1137,[238.45003353 210.25955734 181.14553991],1.8494854229131703
383,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw5f6b0c0c/images/finished-goods/Another-Year-Older-Another-Year-Loved-Birthday-Card-root-599HBD4280_HBD4280_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,another-year-older-another-year-loved-birthday-card-root-599hbd4280,another-year-older-another-year-loved-birthday-card-root-599hbd4280,https://greeting-card-images.s3.amazonaws.com/another-year-older-another-year-loved-birthday-card-root-599hbd4280,[242.66143278 228.85181551 218.14671246],1.8633861719095817
1496,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwc01ee62a/images/finished-goods/Youre-a-Blessing-Me-Easter-Card-Husband_399E8517_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,youre-a-blessing-me-easter-card-husband,youre-a-blessing-me-easter-card-husband,https://greeting-card-images.s3.amazonaws.com/youre-a-blessing-me-easter-card-husband,[201.87991498 186.52816153 173.63655685],1.916373076209905
2813,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw4899800b/images/finished-goods/Pink-and-Gold-An-Amazing-Woman-Birthday-Card-for-Sister-root-599FBD8125_FBD8125_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Sister,pink-and-gold-an-amazing-woman-birthday-card-for-sister-root-599fbd8125,pink-and-gold-an-amazing-woman-birthday-card-for-sister-root-599fbd8125,https://greeting-card-images.s3.amazonaws.com/pink-and-gold-an-amazing-woman-birthday-card-for-sister-root-599fbd8125,[179.30897436 141.87820513  83.93076923],1.9977279947628208
705,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwa5ac6a10/images/finished-goods/Floral-Pattern-Religious-Mothers-Day-Card_629MDD5016_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,floral-pattern-religious-mothers-day-card,floral-pattern-religious-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/floral-pattern-religious-mothers-day-card,[232.24988734 211.53447499 210.70662461],2.0239472285616547
2738,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwc26239da/images/finished-goods/Love-the-Man-You-Are-Christmas-Card-for-Husband-root-499XXO5542_XXO5542_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,love-the-man-you-are-christmas-card-for-husband-root-499xxo5542,love-the-man-you-are-christmas-card-for-husband-root-499xxo5542,https://greeting-card-images.s3.amazonaws.com/love-the-man-you-are-christmas-card-for-husband-root-499xxo5542,[154.11602723 130.74628713 130.63892327],2.112207367622168
3752,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw5c2bfa62/images/finished-goods/Your-Loving-Affection-SpanishLanguage-Mothers-Day-Card-root-699MSI8245_PV.1.MSI8245.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,your-loving-affection-spanishlanguage-mothers-day-card-root-699msi8245,your-loving-affection-spanishlanguage-mothers-day-card-root-699msi8245,https://greeting-card-images.s3.amazonaws.com/your-loving-affection-spanishlanguage-mothers-day-card-root-699msi8245,[138.67060213  64.56473829  48.36009445],2.196931132281178
2031,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw3c89bfc5/images/finished-goods/Lovely-Daughter-SpanishLanguage-Valentines-Day-Card-root-299VAS2132_PV.1.VAS2132.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Daughter,lovely-daughter-spanishlanguage-valentines-day-card-root-299vas2132,lovely-daughter-spanishlanguage-valentines-day-card-root-299vas2132,https://greeting-card-images.s3.amazonaws.com/lovely-daughter-spanishlanguage-valentines-day-card-root-299vas2132,[251.50349534 123.61634487 118.73718375],2.21576769724658
959,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwbfb0b9b3/images/finished-goods/Purple-Flower-Thanks-for-Being-You-Mothers-Day-Card-root-679MOA2906_PV.1.MOA2906.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,purple-flower-thanks-for-being-you-mothers-day-card-root-679moa2906,purple-flower-thanks-for-being-you-mothers-day-card-root-679moa2906,https://greeting-card-images.s3.amazonaws.com/purple-flower-thanks-for-being-you-mothers-day-card-root-679moa2906,[222.51450422 201.61339662 199.39082278],2.223018091915171
4109,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwb37c8f78/images/finished-goods/Holly-Wreath-and-Doves-Christmas-Card-for-Wife-root-629XXO1373_XXO1373_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,holly-wreath-and-doves-christmas-card-for-wife-root-629xxo1373,holly-wreath-and-doves-christmas-card-for-wife-root-629xxo1373,https://greeting-card-images.s3.amazonaws.com/holly-wreath-and-doves-christmas-card-for-wife-root-629xxo1373,[114.4965293   27.56787629  24.00711713],2.3042495184747507
1953,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw011c4ae6/images/finished-goods/I-Believe-in-Love-Valentines-Day-Card-root-799VEE4305_PV.1.VEE4305.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Wife,i-believe-in-love-valentines-day-card-root-799vee4305,i-believe-in-love-valentines-day-card-root-799vee4305,https://greeting-card-images.s3.amazonaws.com/i-believe-in-love-valentines-day-card-root-799vee4305,[240.75397304 133.62200764 129.73627037],2.337062983498773
3951,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw0a3877f1/images/finished-goods/always-be-my-little-angel-root-599xxo4579_1470_1.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Daughter,always-be-my-little-angel-root-599xxo4579,always-be-my-little-angel-root-599xxo4579,https://greeting-card-images.s3.amazonaws.com/always-be-my-little-angel-root-599xxo4579,[111.63858364  57.33699634  42.02564103],2.383468482480321
1900,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwa7381afc/images/finished-goods/Floral-Red-Egg-and-Chick-New-Baby-Card_499SAY1038_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Father,floral-red-egg-and-chick-new-baby-card,floral-red-egg-and-chick-new-baby-card,https://greeting-card-images.s3.amazonaws.com/floral-red-egg-and-chick-new-baby-card,[251.44736099 180.65227209  78.4467965 ],2.408203877262801
4354,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw2a509f2a/images/finished-goods/Proud-of-You-Now-Funny-Birthday-Card-for-Sister-root-349ZZB8188_PV.1.ZZB8188.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Sister,proud-of-you-now-funny-birthday-card-for-sister-root-349zzb8188,proud-of-you-now-funny-birthday-card-for-sister-root-349zzb8188,https://greeting-card-images.s3.amazonaws.com/proud-of-you-now-funny-birthday-card-for-sister-root-349zzb8188,[2.88451961 1.5643287  1.50632911],2.5250319957840834
2506,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dweb7dac81/images/finished-goods/Mom-Means-Love-Pop-Spanish-Birthday-Card_459BIF1312_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,mom-means-love-pop-spanish-birthday-card,mom-means-love-pop-spanish-birthday-card,https://greeting-card-images.s3.amazonaws.com/mom-means-love-pop-spanish-birthday-card,[230.41331484 102.89181692 109.25575589],2.5369688252648888
3572,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw8aca56ad/images/finished-goods/For-An-Amazing-Girl-Valentines-Day-Card_799VEI3033_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Girl,for-an-amazing-girl-valentines-day-card,for-an-amazing-girl-valentines-day-card,https://greeting-card-images.s3.amazonaws.com/for-an-amazing-girl-valentines-day-card,[160.02489288  48.03652316  74.84186901],2.5556959964019414
3673,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwd7814846/images/finished-goods/To-a-Perfect-Pair-Valentines-Day-Card_299VEE3739_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Grandson,to-a-perfect-pair-valentines-day-card,to-a-perfect-pair-valentines-day-card,https://greeting-card-images.s3.amazonaws.com/to-a-perfect-pair-valentines-day-card,[202.75235849  25.17075472  35.69386792],2.56537188650546
3451,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwf0303c4e/images/finished-goods/Wishing-Happiness-Birthday-Card-for-Son_399MAN1373_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Son,wishing-happiness-birthday-card-for-son,wishing-happiness-birthday-card-for-son,https://greeting-card-images.s3.amazonaws.com/wishing-happiness-birthday-card-for-son,[131.57502864  93.33829706  82.56242841],2.5831869995058967
4068,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw9b3e6af3/images/finished-goods/Bricks-Ivy-College-Graduation-Card-Son_399GR3457_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Son,bricks-ivy-college-graduation-card-son,bricks-ivy-college-graduation-card-son,https://greeting-card-images.s3.amazonaws.com/bricks-ivy-college-graduation-card-son,[119.99584063  33.30954466  28.57683888],2.587601670965446
4187,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw1bb065de/images/finished-goods/Disney-Minnie-Mouse-Mothers-Day-Card-for-Daughter_559MOA1822_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Daughter,disney-minnie-mouse-mothers-day-card-for-daughter,disney-minnie-mouse-mothers-day-card-for-daughter,https://greeting-card-images.s3.amazonaws.com/disney-minnie-mouse-mothers-day-card-for-daughter,[35.5397351  28.2384106  64.87019868],2.5884955752431535
1039,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw6122f332/images/finished-goods/Floral-and-Marbled-Mothers-Day-Card-root-629MOA5773_PV.1.MOA5773.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,floral-and-marbled-mothers-day-card-root-629moa5773,floral-and-marbled-mothers-day-card-root-629moa5773,https://greeting-card-images.s3.amazonaws.com/floral-and-marbled-mothers-day-card-root-629moa5773,[241.30344409 187.65346685 185.47458656],2.6458396010660086
1447,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwb69eee73/images/finished-goods/Loved-So-Much-Easter-Card-From-Parents-root-399E2101_PV.1.E2101.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Daughter,loved-so-much-easter-card-from-parents-root-399e2101,loved-so-much-easter-card-from-parents-root-399e2101,https://greeting-card-images.s3.amazonaws.com/loved-so-much-easter-card-from-parents-root-399e2101,[244.9740951  163.73793471 159.79843861],2.682677065370119
532,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwdd20c554/images/finished-goods/Your-Love-Makes-All-Things-Possible-Mothers-Day-Card_499IEM6475_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,your-love-makes-all-things-possible-mothers-day-card,your-love-makes-all-things-possible-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/your-love-makes-all-things-possible-mothers-day-card,[243.65373504 219.37969459 212.03260421],2.7189852572145408
941,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwca850f1e/images/finished-goods/Amazing-Life-Mothers-Day-Card-Husband_729MOA2136_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,amazing-life-mothers-day-card-husband,amazing-life-mothers-day-card-husband,https://greeting-card-images.s3.amazonaws.com/amazing-life-mothers-day-card-husband,[236.43953971 196.02056216 194.08413507],2.7517154834058775
2585,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw41e9b23a/images/finished-goods/One-Amazing-Chick-Musical-Mothers-Day-Card-root-559MEJ1003_PV.1.MEJ1003.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,one-amazing-chick-musical-mothers-day-card-root-559mej1003,one-amazing-chick-musical-mothers-day-card-root-559mej1003,https://greeting-card-images.s3.amazonaws.com/one-amazing-chick-musical-mothers-day-card-root-559mej1003,[208.50231696 158.81278962  67.53938832],2.7575227882765025
4228,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw4f4cac80/images/finished-goods/Our-Family-Is-Lucky-Christmas-Card-for-Sister-root-629XXO1903_XXO1903_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Sister,our-family-is-lucky-christmas-card-for-sister-root-629xxo1903,our-family-is-lucky-christmas-card-for-sister-root-629xxo1903,https://greeting-card-images.s3.amazonaws.com/our-family-is-lucky-christmas-card-for-sister-root-629xxo1903,[21.44308446 62.18849449 25.71113831],2.7741000883030225
3119,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwf2cf162a/images/finished-goods/Lucky-and-Thankful-Birthday-Card-Husband_899MAN2846_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,lucky-and-thankful-birthday-card-husband,lucky-and-thankful-birthday-card-husband,https://greeting-card-images.s3.amazonaws.com/lucky-and-thankful-birthday-card-husband,[138.0407785  118.96663577 110.41890639],2.8363872926379625
3499,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwabf58e91/images/finished-goods/Valentines-Day-Card-for-Son-With-a-Wearable-Mustache_599VEI3097_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Son,valentines-day-card-for-son-with-a-wearable-mustache,valentines-day-card-for-son-with-a-wearable-mustache,https://greeting-card-images.s3.amazonaws.com/valentines-day-card-for-son-with-a-wearable-mustache,[106.47924373  96.11796136  92.74229346],2.8849633211618957
2811,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw4d7beff5/images/finished-goods/I-Will-Be-There-for-You-Birthday-Card-for-Daughter-root-899FBD5206_PV.1.FBD5206.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Daughter,i-will-be-there-for-you-birthday-card-for-daughter-root-899fbd5206,i-will-be-there-for-you-birthday-card-for-daughter-root-899fbd5206,https://greeting-card-images.s3.amazonaws.com/i-will-be-there-for-you-birthday-card-for-daughter-root-899fbd5206,[144.72913301 125.31125471 135.14001077],2.9183047419924355
